100000	2	3		
A	H	0.345294	0.666017	0.624123
A	F	0.194522	0.36139	0.825699
A	H	0.591872	0.494443	0.059407
B	E	0.620655	0	0.816493
Z	Y	0	0.709051	0
B	G	0	0	0.559801
A	F	0.258424	0.140714	0.545654
Z	Y	0.177718	0	0.006062
B	E	0.880579	0.244025	0
Z	Y	0.321753	0	0.425474
B	H	0	0.380772	0.921479
Z	F	0.416932	0.315789	0.723721
A	E	0.381937	0	0
Z	F	0	0	0.831407
A	G	0	0	0.06117
A	H	0.482681	0.391995	0.176925
Z	E	0.723893	0.296951	0.258454
A	H	0.518868	0.540948	0.021523
A	Y	0.289642	0	0.961923
B	E	0.65598	0.519865	0.225097
C	E	0.239292	0	0.588688
B	Y	0.165712	0.430859	0
B	E	0.634579	0.798167	0.665716
Z	Y	0	0	0
B	Y	0	0.721324	0.044703
A	F	0.135469	0.500635	0.319186
A	Y	0.270092	0.169973	0
A	E	0.880682	0.931391	0
A	Y	0.95442	0	0.375565
A	E	0.716658	0	0.53745
A	F	0	0.668728	0.678243
B	E	0	0.513682	0.454418
Z	Y	0	0	0
A	Y	0	0.119196	0.530512
B	F	0.569299	0.293865	0
Z	E	0	0	0.486213
B	G	0.612653	0.304973	0
Z	H	0	0	0.000248
A	F	0.626024	0.365042	0.350444
A	E	0.585583	0.459789	0
A	G	0.040399	0.545333	0.798187
Z	E	0	0.898267	0.622484
A	G	0.129756	0	0.620379
Z	E	0.611498	0.23821	0
B	G	0.112737	0	0.327607
C	F	0	0.616709	0.285233
Z	Y	0.2395	0	0.528952
C	Y	0	0.807252	0.694102
A	E	0.566338	0.777165	0.338361
Z	F	0	0	0.160495
Z	F	0.462618	0	0.413621
Z	F	0.470407	0.871001	0.069294
Z	G	0	0.453905	0.71084
B	E	0.110477	0.60588	0
C	F	0.22966	0.123548	0.95155
B	G	0.567732	0.189982	0
Z	E	0.550498	0.341523	0
Z	F	0.688757	0.553713	0.671483
Z	E	0.945994	0.417163	0.692108
C	Y	0.944522	0.525215	0.501403
Z	Y	0	0.398752	0
B	F	0	0.482042	0.599317
A	Y	0.516384	0	0.283523
A	G	0.074943	0.607427	0.090374
D	Y	0.482186	0.451519	0.980468
C	F	0	0.599827	0.077697
A	F	0	0.669591	0.125736
Z	Y	0	0.223682	0
Z	F	0	0.456464	0.499795
B	E	0.375983	0.133106	0.714076
B	G	0	0.74818	0
Z	H	0	0.930947	0
B	E	0.667144	0	0.475297
Z	G	0.572327	0.790289	0.27555
Z	F	0.564635	0.871689	0.019006
Z	Y	0.890042	0	0.508493
A	E	0.50358	0.610324	0.984667
B	G	0	0.246313	0.678846
A	Y	0	0.566848	0.183648
Z	F	0.759381	0.204762	0.176921
Z	E	0.813945	0.236752	0.539907
Z	E	0.851012	0	0
Z	G	0.142866	0	0
Z	F	0.463092	0.359099	0
Z	E	0	0.44578	0
D	E	0.456736	0.29614	0.606552
D	Y	0.209584	0	0.607129
D	E	0.66926	0.55698	0.937849
A	G	0	0	0
A	Y	0.638002	0.816292	0
B	G	0	0.106819	0.238832
D	E	0.92087	0	0.705501
Z	F	0	0.388079	0.032397
D	Y	0.684673	0	0
B	H	0	0	0
Z	F	0.427337	0.43729	0.36691
Z	Y	0	0.521113	0.790992
B	G	0	0.393981	0
A	E	0.724129	0.02614	0.930691
Z	F	0	0.235292	0.724406
A	E	0	0	0.512437
C	Y	0	0.656401	0
Z	F	0.519843	0	0
Z	F	0.110783	0.971947	0
Z	E	0	0	0.388979
A	E	0.851225	0	0.497021
B	H	0	0.757618	0.187682
A	E	0.630088	0	0.754769
Z	E	0.261189	0.392678	0.813475
B	Y	0.70825	0	0.554545
A	E	0.551001	0	0
A	Y	0.352068	0.774071	0
A	Y	0	0.513894	0.734187
A	Y	0	0	0
A	E	0	0.255457	0.915552
B	Y	0.386974	0.483565	0
C	E	0.897322	0.170734	0.809803
A	G	0.616335	0	0.191082
C	E	0	0.949749	0
A	F	0.343745	0.048237	0
D	G	0.230989	0.576254	0.75112
B	Y	0.747983	0.714893	0.292739
Z	E	0	0.920164	0.305193
A	Y	0	0.061465	0.74055
B	Y	0.406245	0.736124	0.416529
B	Y	0.148224	0.667344	0.417627
C	E	0	0.869734	0.143825
B	F	0.655912	0.781273	0
A	G	0.514609	0.390153	0
Z	E	0	0	0.029595
D	Y	0	0.147928	0.899693
B	Y	0.601686	0.461194	0
Z	G	0.805991	0.338048	0
Z	Y	0	0.968983	0.483086
A	Y	0.162261	0	0
Z	F	0.839641	0.977307	0.249063
Z	Y	0	0.02364	0.892245
A	Y	0.664009	0	0.88795
D	Y	0.395768	0.716614	0.344106
C	E	0.915733	0.065393	0
B	Y	0	0.029396	0.365102
A	G	0	0	0.390008
B	G	0.726294	0.466488	0.886994
C	F	0.192355	0.750745	0
Z	F	0.158889	0.55837	0.819483
A	E	0	0.606752	0.557817
Z	E	0.187234	0.604297	0.674133
Z	Y	0.038834	0.927193	0.55384
A	Y	0.537072	0	0.470972
D	E	0.463925	0	0.198088
Z	E	0	0.671459	0.415627
A	H	0.574302	0.875378	0.101628
C	E	0.864703	0.081539	0.707628
D	F	0.052006	0.630069	0.322183
A	F	0.565341	0	0.564841
A	F	0.473222	0	0.662052
A	F	0.948508	0.697856	0.402501
A	G	0	0.440879	0
A	G	0.684257	0.194165	0.8192
B	E	0	0.423815	0.779817
D	Y	0.633134	0.370496	0.277455
A	F	0.191026	0	0.599137
Z	Y	0	0.541194	0
B	F	0.37075	0	0.652146
Z	E	0.771631	0.803076	0.652609
Z	Y	0.173548	0.655984	0.344563
B	E	0.804257	0.747625	0.351577
Z	E	0.447923	0.973935	0
C	Y	0	0.627268	0.141414
Z	F	0.695855	0.207856	0
A	G	0.3805	0.704124	0.244576
B	H	0.409397	0.189427	0.394346
A	F	0	0	0
A	E	0	0	0.125333
D	E	0	0.243493	0.562925
B	E	0.523448	0.32201	0.447606
C	Y	0.218451	0	0.977477
C	Y	0.079854	0.894868	0
A	F	0.070457	0	0.202609
Z	Y	0	0.59721	0.555639
C	E	0.778342	0.196722	0.22187
Z	F	0.131145	0.649599	0
D	E	0.013019	0	0.458058
D	G	0.610968	0	0.43611
Z	E	0.776118	0.446297	0.085233
A	Y	0.836945	0.092368	0.723154
A	E	0.173508	0.906027	0.266635
A	F	0.296687	0.440475	0.646283
C	Y	0.35311	0	0.593737
A	E	0.687618	0.552805	0.336491
Z	E	0.595663	0.327169	0.642936
D	E	0.332266	0.675447	0.276661
A	E	0.742192	0.347677	0.329947
D	E	0.071948	0.779308	0
A	Y	0	0	0.221554
A	F	0.495242	0.678412	0.60111
B	Y	0.63761	0.227821	0.957915
A	E	0.599869	0.745234	0.201565
Z	G	0.340078	0.342459	0.122052
A	F	0	0.477474	0.357863
Z	E	0	0.413666	0
A	F	0	0.823105	0.448216
A	F	0.78519	0.102619	0.862696
B	F	0	0	0
B	E	0.95526	0.66787	0.463297
Z	Y	0.559496	0.126031	0.741787
B	F	0.36152	0	0.169616
A	F	0.05253	0.882475	0.350506
A	G	0.156745	0.304153	0.602081
C	E	0.538313	0.695523	0.80776
B	Y	0	0	0.036387
C	Y	0.620165	0.181723	0
Z	Y	0.802184	0.257521	0.345615
A	Y	0.545875	0.611121	0
Z	Y	0.693208	0.565152	0.40145
A	Y	0.26088	0.734215	0.658075
B	Y	0.147295	0.42375	0.823672
C	E	0.913673	0	0.909919
D	E	0.942176	0.638578	0
Z	Y	0	0.446293	0
A	Y	0.278363	0	0.421182
B	E	0.893172	0.437035	0
D	Y	0.227809	0.837365	0.110609
C	Y	0	0.480248	0.965129
A	Y	0	0.616942	0.930666
A	H	0.01335	0.66615	0
B	Y	0.736061	0	0
Z	E	0	0	0
Z	E	0.080545	0.484576	0
A	E	0	0.431348	0.313451
Z	Y	0.509746	0	0.174953
Z	G	0.316945	0.250301	0.781499
A	F	0	0	0.43013
A	F	0.890794	0	0
Z	Y	0	0	0.19196
Z	Y	0	0.236097	0.337486
B	E	0.071938	0.932244	0.49792
C	F	0.786534	0	0.208544
D	E	0.585092	0.482157	0.144531
Z	Y	0.564193	0.790145	0.153721
Z	Y	0.897637	0.350425	0
A	E	0	0.081362	0.738014
Z	Y	0.310937	0.397067	0
Z	E	0	0.418559	0.750717
Z	F	0	0.41526	0
B	Y	0.04145	0.893807	0
B	Y	0.489189	0.397284	0.822347
Z	H	0.203758	0.170843	0.566934
B	E	0	0.450187	0.654735
A	F	0.877461	0.668024	0.602404
Z	G	0.569707	0.420847	0.242016
Z	F	0	0.349975	0
C	E	0	0	0.980994
Z	Y	0.436172	0	0
Z	E	0	0.670535	0.83235
A	F	0	0	0.063275
Z	F	0.686448	0.123202	0.545222
A	G	0	0.467769	0.065885
B	F	0.961254	0.336111	0.713583
Z	E	0.734354	0.826508	0.004925
B	F	0.352589	0.800515	0.560532
Z	Y	0.321131	0.789302	0.212839
B	Y	0	0.591547	0.179569
B	Y	0.102347	0.428594	0.819008
A	Y	0	0	0.360918
A	E	0	0.285196	0.200994
Z	E	0	0	0.342969
B	E	0.929882	0.407782	0
A	G	0.139062	0.895587	0.164058
A	E	0.2832	0.584887	0.300468
Z	F	0.15104	0.584279	0
A	E	0.150355	0.711286	0
B	E	0	0.763506	0
Z	F	0.915584	0.564682	0.10258
Z	Y	0.750483	0.038945	0.893854
C	F	0.312307	0.180063	0.021062
Z	E	0.201077	0	0.536053
B	F	0.572515	0	0
A	E	0	0.986158	0
B	E	0	0	0.255901
A	G	0	0.070632	0.191126
Z	G	0.328513	0.141459	0
A	F	0.820488	0.53646	0
Z	Y	0.586053	0.190037	0.324535
D	F	0.653	0.503882	0.372697
B	E	0	0	0
A	F	0.627651	0.63198	0
B	E	0.359928	0.668885	0.649974
Z	Y	0.17684	0.799722	0.419945
Z	Y	0	0.756115	0
A	F	0.443049	0.205228	0.20341
A	H	0.625974	0	0.514672
A	Y	0.543225	0	0
C	F	0.278166	0.109321	0
A	E	0	0.356384	0.8807
A	G	0.539309	0.4892	0
A	F	0.364565	0	0.40707
A	Y	0	0.44965	0.045423
A	E	0.751856	0	0.610881
Z	Y	0.584756	0.238192	0.61342
B	Y	0	0.649855	0.022344
C	F	0	0.208562	0
A	F	0.260325	0.29387	0.507179
B	F	0	0.941762	0.556793
C	E	0.364844	0.419707	0.847369
A	E	0.22908	0	0
Z	F	0.367661	0.312868	0
D	Y	0.22043	0.525382	0
A	Y	0.70244	0.043187	0
Z	Y	0.902467	0.919704	0
Z	F	0.803256	0	0.765478
B	Y	0.776959	0.389295	0.338905
A	G	0	0	0.58692
A	H	0.35523	0.063275	0.940416
D	E	0	0.437332	0.494803
A	H	0	0.846095	0.924578
Z	E	0.539349	0	0.518622
B	Y	0.596538	0	0.039763
Z	F	0.739029	0.672038	0.403868
C	Y	0.638842	0.506307	0.49681
Z	G	0.074401	0.697191	0.573243
B	Y	0	0.499199	0.190877
B	Y	0	0.873928	0
C	F	0.519841	0.115044	0.703977
A	F	0.197994	0.911682	0.425503
B	Y	0.394198	0.062318	0.882136
B	Y	0.235264	0.118934	0.74188
B	G	0.692059	0.476725	0
A	Y	0.9633	0	0.726609
Z	Y	0.992569	0.411708	0.146156
B	F	0.51889	0.866664	0
A	G	0.272768	0.570124	0.420217
A	E	0.660889	0.107494	0
B	Y	0	0	0.615295
A	F	0	0	0.81096
Z	E	0.605134	0.42844	0.47441
C	Y	0	0.787947	0
B	Y	0.125146	0.905644	0.285899
A	E	0	0.44792	0.71035
Z	G	0	0	0.595069
Z	H	0	0	0.452686
A	H	0	0	0.401918
A	H	0	0	0.262162
Z	E	0.479284	0.12915	0.391231
C	G	0	0	0.317836
A	Y	0.55406	0	0.866649
A	F	0	0.342285	0.523245
Z	E	0	0	0.981157
Z	H	0.58228	0	0
Z	E	0	0	0
A	G	0.09107	0.94167	0
A	E	0	0.666742	0.789025
Z	Y	0.801429	0.050355	0.553896
Z	F	0.609452	0.534409	0.197556
Z	Y	0	0.249806	0.550611
Z	E	0	0.254765	0.331829
A	Y	0	0.321451	0.740059
B	E	0.999041	0.39761	0.27997
D	E	0.470144	0.587688	0
Z	Y	0.046296	0.611579	0.515345
A	F	0.330638	0.838705	0
B	G	0	0.589924	0.823267
A	E	0	0.468847	0
B	E	0	0.243905	0.452189
A	E	0.854604	0.221684	0.380872
Z	Y	0.754286	0.66448	0.313711
A	F	0.236928	0	0.401131
A	E	0	0.349235	0.701954
A	Y	0.174487	0.826642	0.074341
A	G	0	0.400801	0.449187
B	F	0.520654	0.590484	0.940318
Z	G	0.25859	0	0
A	Y	0.416688	0.037869	0.947258
B	E	0.238693	0.934668	0.273614
A	G	0.45035	0.396055	0.459279
B	Y	0	0	0.480042
B	E	0	0	0.38028
C	E	0	0.989493	0.396678
A	Y	0.199033	0.450103	0.065856
B	F	0	0.719714	0.347297
A	E	0.40518	0	0.841065
A	F	0	0.387582	0.302178
Z	F	0	0.563385	0.890636
Z	E	0.391379	0.862569	0.209568
A	E	0.156284	0	0.790753
Z	E	0.736233	0.684594	0.62374
A	E	0.523453	0.364323	0.439114
C	E	0.269791	0.475611	0.439059
A	Y	0.116812	0.974283	0.117422
A	G	0.973471	0	0.017668
Z	E	0	0.681262	0.336443
A	E	0	0	0.484394
Z	E	0.74797	0.0495	0
A	E	0	0.066646	0
A	Y	0	0	0
B	F	0	0.664009	0
Z	Y	0.389596	0.651798	0.468163
A	Y	0.119294	0.46963	0.812435
Z	F	0.810218	0.184289	0.859754
C	Y	0.330246	0	0.518636
Z	Y	0.742664	0.473379	0.247447
A	H	0	0	0.77715
C	E	0.88999	0.167099	0.850389
A	Y	0.967824	0	0.762093
C	Y	0.554459	0.515394	0.669521
A	Y	0.508102	0.744304	0.558265
B	E	0.86868	0.013302	0
B	E	0.512563	0.783701	0.040775
C	Y	0.658087	0	0.78384
A	E	0.129476	0.837336	0
A	F	0.558609	0.194336	0.325773
A	E	0.499537	0.294411	0.436979
B	E	0.967572	0	0.165811
Z	F	0.769064	0.762195	0.646498
B	E	0.857591	0.174377	0.269908
A	E	0.935543	0.254294	0
Z	E	0	0	0.099406
Z	G	0.142901	0.696665	0
B	H	0.533863	0	0.584606
C	F	0.200151	0.79891	0.750788
C	Y	0.581599	0	0
C	Y	0	0.810743	0
Z	E	0.944912	0.161871	0.548454
Z	E	0	0	0
A	F	0.491782	0	0.475922
A	Y	0	0.875639	0.503549
C	F	0.244123	0.976218	0
A	E	0.634683	0.720895	0.625245
Z	E	0.116302	0.784416	0.483664
C	E	0.522321	0.467935	0
Z	Y	0	0	0.80994
A	F	0.770817	0	0.202318
Z	Y	0.90619	0	0.646329
C	E	0.967148	0	0.424118
D	E	0	0.594303	0.558853
A	E	0.343303	0.382648	0.749115
A	E	0.875531	0.170731	0
D	Y	0	0.753694	0.249214
B	E	0	0.379122	0
Z	E	0.56858	0	0.598331
A	E	0.667493	0.329868	0.57605
Z	E	0.539207	0.699036	0.456311
A	G	0.651874	0.620366	0.000936
A	E	0	0.50929	0.054206
A	E	0	0.471911	0.929244
A	Y	0.643434	0	0.359847
A	Y	0.309917	0.815983	0.271118
C	Y	0	0	0.453929
C	E	0	0	0
B	G	0.498898	0.50475	0.364342
B	G	0.653532	0.232813	0.92782
A	Y	0.449163	0.112203	0.815955
Z	Y	0.420456	0	0.560899
Z	G	0.9287	0.053814	0.143542
B	E	0.611597	0	0.870054
C	Y	0.063603	0.625783	0.611057
C	G	0.560278	0	0.371466
A	Y	0.29973	0.739092	0.311366
B	E	0.33203	0	0
Z	E	0	0.468541	0
A	Y	0.541371	0.310648	0.887632
B	Y	0.707726	0.24416	0.363128
Z	E	0.224637	0	0
Z	Y	0.975424	0.608618	0.576026
Z	F	0.703891	0.714968	0.49377
Z	Y	0.15487	0.556728	0
Z	H	0.432905	0.122188	0.549511
D	E	0.156142	0.480806	0.860081
B	G	0	0.942652	0
Z	F	0	0.606207	0.283115
A	F	0.572331	0.926328	0.555764
Z	F	0.669705	0	0.296952
B	E	0.160447	0.721285	0
C	Y	0.154862	0	0.692173
Z	G	0.172598	0	0.651162
Z	E	0.870846	0.109043	0.776366
A	Y	0.619973	0.607142	0
A	G	0	0.672382	0.577359
A	E	0.801915	0.2759	0.455676
C	E	0	0.179007	0.211473
A	E	0.729817	0.488196	0
B	H	0	0.780487	0.313049
A	E	0	0.658497	0.010164
A	H	0	0.759275	0.482418
A	F	0.587426	0.790207	0
Z	H	0.574868	0	0.166779
C	E	0	0.380838	0
Z	F	0.773823	0.549517	0.780359
A	F	0.138138	0.827629	0.118198
A	H	0.093491	0.568388	0
B	F	0	0.360788	0.262132
Z	Y	0.425496	0	0
Z	E	0.732009	0.895405	0.379269
A	Y	0.523571	0.364961	0.558075
A	E	0	0.647598	0.27496
A	F	0.361742	0	0.175823
C	E	0	0.415594	0
B	E	0.675766	0.507874	0.047821
B	F	0	0	0.442739
A	E	0	0	0
Z	Y	0.168578	0.72585	0.501119
A	H	0	0.532961	0.119388
C	Y	0	0	0.602554
B	Y	0.801674	0	0.776421
A	E	0	0.936265	0.206865
C	Y	0.600745	0.151579	0.679191
Z	H	0	0.728251	0.790991
A	F	0	0.545528	0.603718
A	Y	0	0	0.751038
A	G	0.190896	0.064019	0.765357
A	Y	0.74489	0.549546	0.16559
A	H	0	0	0.273942
Z	F	0	0.191759	0.772832
D	E	0	0	0
A	G	0.184468	0.981951	0.810133
Z	F	0.151246	0.421257	0
B	E	0.615839	0.656898	0.166548
A	F	0.868578	0.662118	0.242436
Z	Y	0	0.797703	0.572284
Z	H	0.030747	0.515481	0.503095
Z	Y	0.685488	0.811706	0
Z	E	0.584674	0.32721	0
C	Y	0	0.512719	0.292557
A	E	0.707809	0.680404	0.111485
B	F	0	0.35056	0.962481
Z	F	0.062499	0.973279	0.538175
B	Y	0.084149	0	0
A	F	0.280582	0.675054	0.276996
A	Y	0	0.128745	0
D	Y	0.347166	0.178999	0
A	G	0.270115	0	0.15657
A	Y	0.201362	0.636494	0.830995
D	G	0.300327	0	0
A	F	0	0.382287	0.783754
A	Y	0.863939	0.080015	0
Z	Y	0.731446	0.19866	0
Z	E	0.913797	0.498783	0.116427
Z	H	0.514664	0	0.226449
C	Y	0	0	0.605182
C	E	0	0	0
D	Y	0	0.355184	0.187191
B	Y	0	0.437373	0
A	E	0.67876	0.508699	0
B	Y	0	0.609507	0.152302
Z	Y	0.623868	0.256334	0.311365
C	Y	0	0	0.390743
B	F	0.973443	0.323781	0.110233
B	F	0.445685	0.635744	0
B	E	0.841922	0	0.682099
Z	Y	0.597401	0.582325	0
D	Y	0.061223	0.728118	0.567404
B	Y	0.422835	0.067897	0
A	E	0.899561	0.21501	0.856099
B	F	0.583233	0.170504	0
A	E	0.416087	0.66751	0.75792
B	G	0.370838	0	0.735572
A	F	0.18739	0.804157	0.930293
A	F	0.244249	0.634341	0
B	Y	0.300982	0.359248	0.672387
A	Y	0.177167	0.70633	0.891649
A	E	0.245561	0.833111	0.383567
D	F	0.386447	0	0.650061
B	F	0.597807	0.350525	0.929587
Z	Y	0.599282	0.888858	0.505192
Z	Y	0.559408	0	0
C	F	0	0.47751	0.436157
B	Y	0.66772	0.321242	0.495197
A	F	0.391531	0.602764	0
Z	F	0.020147	0.499724	0
C	E	0.458859	0	0.691022
D	E	0.808905	0	0.708234
Z	Y	0.861919	0.324597	0
Z	Y	0.675773	0.000714	0.708714
Z	E	0.421411	0.430155	0.604818
A	H	0.288857	0.356988	0.772649
Z	F	0.019209	0.718726	0.732797
A	Y	0.777255	0.285545	0
A	E	0.284602	0.733628	0
Z	E	0.651922	0.395131	0.431611
C	E	0	0.026588	0.300781
B	E	0.589902	0.73499	0.938041
A	Y	0.573941	0.636142	0
C	F	0.661449	0.331703	0.45541
B	G	0	0	0.448675
Z	E	0.893102	0.148835	0.061034
C	Y	0	0.297491	0.643053
A	Y	0.577312	0.147239	0.831737
A	Y	0.438844	0.314173	0.572364
A	H	0.280138	0	0.664025
B	F	0.058818	0.198883	0
B	E	0.140759	0.455174	0
B	F	0.874375	0.536988	0
A	E	0	0.878916	0
B	F	0.243229	0	0.182517
Z	Y	0.729336	0.34404	0
C	Y	0.608369	0	0.229291
D	Y	0	0.725198	0.176281
Z	E	0.892415	0.727694	0.301104
A	F	0.460106	0	0.425912
B	G	0.585424	0	0
Z	Y	0.059459	0	0
A	F	0	0.528145	0.345082
Z	F	0	0.333785	0
Z	F	0	0	0.52885
B	G	0.55309	0.842152	0.041838
A	Y	0.731246	0	0.70263
A	F	0.428093	0	0.280986
B	E	0.640846	0.600684	0.76137
A	H	0.394255	0.889962	0.022475
A	Y	0	0.367608	0.475032
A	E	0.841868	0.095096	0
B	Y	0.600032	0.562141	0.310638
C	Y	0.104123	0.650627	0.508969
B	Y	0.636785	0.240821	0.87104
C	E	0.382212	0.836615	0.501602
A	Y	0.936633	0	0.27221
B	Y	0.147768	0.357564	0
B	E	0.065531	0.694721	0.377147
A	E	0	0	0.244721
A	E	0	0.303941	0.468014
A	Y	0.752678	0.051523	0.988677
A	Y	0.197543	0.795753	0.18103
D	F	0.292991	0.258841	0.87986
Z	E	0.708284	0.503658	0.341254
A	E	0	0.787431	0.812929
B	Y	0.503455	0	0.130737
A	F	0.558644	0.657681	0.327625
A	G	0.937506	0.185788	0.732979
Z	Y	0	0	0
Z	Y	0.862976	0.062654	0.953564
A	Y	0.744191	0	0.7656
B	F	0	0.152579	0.622544
A	E	0	0.341853	0.338404
B	Y	0.904537	0.687681	0.212533
Z	F	0	0.351691	0
Z	Y	0.413274	0.271284	0.46477
C	E	0	0.036391	0.802462
Z	E	0.039171	0	0.722443
D	Y	0.570628	0.741187	0.493431
Z	H	0.479546	0.159145	0.312961
B	Y	0	0.402966	0.386969
Z	Y	0.605852	0.815754	0
D	E	0.569284	0.527971	0
Z	E	0.957307	0.749275	0.117094
Z	E	0.604925	0.303773	0.435341
A	E	0.77662	0	0.829745
D	E	0.049839	0.220003	0
Z	E	0.501426	0.767775	0.41119
C	Y	0.301875	0	0
B	F	0.22393	0.642564	0
A	E	0	0.950201	0.009114
A	E	0	0.961716	0.428301
A	Y	0	0.019966	0.683423
B	H	0.607612	0.269812	0
D	E	0	0	0.374933
Z	Y	0.149212	0.374447	0.649366
D	Y	0.288992	0.438246	0.802753
Z	Y	0.654041	0.355722	0
A	G	0.183723	0	0
A	Y	0	0.557336	0
Z	Y	0	0.059495	0.81178
A	H	0.706827	0.332197	0.330397
C	G	0.039718	0	0.763156
A	E	0	0.166575	0.911242
A	Y	0.54598	0.521022	0.771548
Z	E	0.766606	0.445765	0.898939
Z	F	0.563683	0	0.633534
B	E	0.517905	0.033017	0
A	Y	0.17272	0.83289	0
A	F	0.427045	0.400397	0.267856
Z	F	0.104271	0.278603	0
Z	Y	0.482309	0.387031	0
A	F	0.424327	0.681951	0
A	G	0	0.649868	0.737435
D	E	0	0.459777	0
Z	Y	0.4938	0.338903	0.178451
C	E	0	0.634097	0.573465
A	F	0.799459	0.791391	0.27879
A	Y	0.563483	0.689435	0.455873
A	Y	0.411086	0.243903	0
Z	E	0	0.486351	0.50522
D	F	0	0.071609	0.785154
B	H	0	0	0
B	G	0.330848	0.330086	0.554668
Z	Y	0.371227	0.138656	0.86865
C	E	0.640413	0.480045	0.562711
Z	E	0.952739	0.012254	0.358437
A	Y	0.765484	0	0.660757
Z	Y	0	0.722725	0.473091
B	E	0.962485	0.171865	0
A	F	0	0	0
Z	Y	0.721975	0	0
C	E	0	0	0.059872
A	F	0	0	0.615634
B	G	0.380499	0.181835	0.232175
C	Y	0.873197	0.706357	0.29385
A	G	0	0.175196	0.505675
Z	E	0	0.772395	0
B	E	0.423122	0	0.569709
B	Y	0	0.514374	0
Z	H	0	0.916789	0.104254
C	Y	0.600564	0.049919	0.455527
C	E	0.199211	0.71213	0.112207
A	Y	0.512514	0.278958	0.867487
B	F	0.436367	0.945529	0.833526
A	Y	0	0.326003	0.563451
A	Y	0.133351	0.80761	0
A	Y	0.834586	0.393578	0.344049
B	E	0.868501	0.917208	0.158466
C	Y	0.85765	0	0.76542
B	F	0.386537	0.576933	0.760589
B	E	0.071643	0.703907	0.497756
B	F	0	0.122878	0.552852
B	E	0.722183	0.381246	0.260103
B	F	0.530128	0.198357	0.444468
B	F	0	0.096865	0
Z	Y	0.358117	0.374198	0.471858
Z	F	0.346396	0.679323	0.212545
A	G	0.594195	0	0
Z	F	0.502092	0.564526	0.317251
A	F	0.892323	0	0.45158
C	E	0.528377	0	0.823343
C	Y	0.400266	0.832352	0.402308
B	E	0	0.583765	0.767299
Z	H	0.73084	0.21472	0.478917
A	Y	0.666931	0.524713	0.832172
A	E	0.821237	0.707709	0.653207
Z	E	0	0.563623	0
A	E	0	0.484133	0.144186
B	F	0.351388	0	0
Z	F	0	0.077715	0.758711
A	Y	0.781613	0	0
A	E	0.658377	0.705976	0.300591
C	F	0.323364	0.121096	0.491611
D	F	0	0.909943	0.664758
B	Y	0.391502	0	0
A	Y	0.16933	0.345461	0.901019
D	E	0.146026	0.75866	0.004895
A	H	0.136515	0.705453	0
Z	Y	0.517549	0	0.328685
Z	E	0.463536	0.809767	0.9259
A	F	0	0	0.549931
A	Y	0.5513	0.933038	0.708367
B	F	0.182784	0.561545	0.361917
B	E	0.168825	0.062684	0
B	E	0.711728	0.36911	0
B	F	0	0.281794	0.201748
B	F	0	0.424445	0.251646
B	H	0	0.554855	0.590719
Z	Y	0	0.114003	0.296791
A	Y	0.732096	0.013243	0.611429
C	E	0.048249	0.943137	0.561599
A	F	0	0	0.000199
A	Y	0.618268	0.214449	0.625816
Z	E	0.153219	0.562554	0.375726
Z	E	0.660572	0	0.634803
A	Y	0.290422	0	0
C	E	0.567315	0.786357	0.522578
Z	E	0	0	0.421003
Z	Y	0.552973	0	0
Z	F	0.344363	0.015371	0.714223
Z	F	0	0.568164	0.096376
Z	Y	0.177707	0.277943	0
Z	E	0.991288	0	0
D	E	0.498892	0.672665	0.150626
D	E	0.107612	0	0.948895
B	Y	0.360219	0.311487	0
B	E	0.662523	0	0.372262
B	E	0.831111	0.485647	0
A	F	0.585748	0.197794	0
A	H	0.683592	0.069114	0.585636
Z	Y	0.829302	0.291785	0
Z	F	0.025602	0.373301	0.527652
C	H	0.565377	0	0.54841
B	Y	0	0	0.944701
A	Y	0.833064	0.468755	0.403924
A	Y	0.692013	0.236348	0.461383
D	E	0	0.084469	0.850919
A	H	0	0.379597	0.253363
A	E	0	0	0.813453
Z	E	0	0.680416	0.373614
Z	E	0	0.997034	0.54779
Z	G	0	0.626186	0.516243
B	E	0	0.845106	0.578844
Z	Y	0.44527	0	0.451954
C	F	0.02193	0.761809	0.836742
D	E	0	0.633029	0.102241
Z	Y	0	0.669771	0
C	Y	0.567844	0.707894	0.608176
A	H	0	0.822531	0.028038
Z	E	0.304054	0	0.211802
A	F	0.742316	0.084186	0.458446
A	H	0.45679	0.203146	0
A	F	0	0	0.032995
A	Y	0.323952	0.493286	0
Z	E	0.535924	0.812625	0.836437
A	E	0.988507	0	0.516866
A	Y	0.631408	0.253703	0.870732
B	Y	0	0	0.408344
Z	E	0.319494	0	0.988163
Z	F	0.511609	0	0.572413
A	H	0	0.244325	0
Z	E	0.488018	0	0.405848
C	Y	0	0	0.484935
C	F	0	0.051961	0.775616
Z	F	0.649277	0.27829	0.910996
A	Y	0.837421	0.284961	0.011398
A	F	0.522064	0.462864	0
Z	E	0.973355	0.304638	0.644039
Z	Y	0.786395	0.671985	0.188799
B	E	0.902556	0.489221	0.376725
A	Y	0.844688	0.508212	0.002757
Z	F	0.0964	0.408415	0
Z	E	0.755007	0	0
A	E	0.314614	0.991985	0
Z	F	0	0.492416	0.360929
D	Y	0	0.675549	0.108444
Z	E	0	0.234152	0
Z	Y	0.775149	0	0.336473
Z	Y	0.422026	0	0
